0;0;0;0;land;false;unknown;0
1;186;175;247;land;false;plains;1
2;117;242;152;land;false;mountain;1
3;247;211;139;land;false;desert;1
4;133;214;170;land;false;mountain;1
5;235;106;165;land;false;desert;1
6;166;238;246;land;false;desert;1
7;24;254;237;land;false;desert;1
8;248;96;157;land;false;mountain;1
9;103;253;163;land;false;desert;1
10;169;126;231;land;false;mountain;1
11;241;128;140;land;false;desert;1
12;219;248;203;land;false;desert;1
13;174;174;222;land;false;desert;1
14;247;151;180;land;false;plains;1
15;183;190;247;land;false;desert;1
16;247;254;253;land;false;mountain;1
17;249;114;233;land;false;desert;1
18;252;182;171;land;false;desert;1
19;243;165;191;land;false;desert;1
20;167;101;250;land;false;mountain;1
21;219;119;177;land;false;desert;1
22;199;254;225;land;false;desert;1
23;197;192;152;land;false;mountain;1
24;198;122;200;land;false;desert;1
25;206;129;220;land;false;desert;1
26;225;188;211;land;false;mountain;1
27;178;231;229;land;false;mountain;1
28;214;226;207;land;false;desert;1
29;159;219;148;land;false;desert;1
30;224;145;210;land;false;mountain;1
31;155;230;214;land;false;desert;1
32;126;225;251;land;false;desert;1
33;184;228;100;land;false;desert;1
34;245;72;235;land;false;desert;1
35;206;197;163;land;false;plains;1
36;135;240;232;land;false;mountain;1
37;129;168;224;land;false;mountain;1
38;234;102;254;land;false;desert;1
39;254;214;194;land;false;desert;1
40;105;253;253;land;false;desert;1
41;115;254;241;land;false;desert;1
42;40;239;250;land;false;desert;1
43;209;123;239;land;false;mountain;1
44;254;105;183;land;false;desert;1
45;195;233;120;land;false;desert;1
46;190;201;153;land;false;desert;1
47;207;228;185;land;false;mountain;1
48;247;73;190;land;false;mountain;1
49;120;216;169;land;false;mountain;1
50;204;141;220;land;false;hills;1
51;254;47;214;land;false;mountain;1
52;110;234;240;land;true;desert;1
53;241;191;206;land;false;mountain;1
54;191;194;224;land;false;mountain;1
55;234;220;116;land;false;mountain;1
56;252;130;194;land;false;desert;1
57;219;163;126;land;false;desert;1
58;231;163;219;land;false;desert;1
59;124;219;214;land;false;desert;1
60;239;227;252;land;false;mountain;1
61;219;172;133;land;false;desert;1
62;245;166;122;land;false;plains;1
63;158;242;246;land;false;mountain;1
64;183;243;168;land;false;desert;1
65;103;199;253;land;false;mountain;1
66;48;225;236;land;false;desert;1
67;216;218;220;land;false;desert;1
68;254;194;225;land;false;desert;1
69;237;223;83;land;false;desert;1
70;231;93;221;land;false;mountain;1
71;171;248;221;land;false;desert;1
72;249;210;104;land;false;mountain;1
73;218;63;245;land;false;desert;1
74;178;193;164;land;false;desert;1
75;109;251;247;land;false;hills;1
76;188;152;242;land;false;mountain;1
77;184;205;238;land;false;desert;1
78;166;241;119;land;false;desert;1
79;244;192;149;land;false;mountain;1
80;193;156;204;land;false;plains;1
81;250;254;157;land;false;mountain;1
82;224;231;99;land;false;desert;1
83;230;213;229;land;false;mountain;1
84;152;249;193;land;false;hills;1
85;232;182;137;land;false;desert;1
86;196;208;180;land;false;desert;1
87;119;231;186;land;false;desert;1
88;211;104;239;land;false;desert;1
89;101;253;234;land;false;plains;1
90;240;125;244;land;false;desert;1
91;234;192;84;land;false;mountain;1
92;173;173;192;land;false;mountain;1
93;189;194;122;land;false;desert;1
94;142;249;129;land;false;desert;1
95;188;84;247;land;false;mountain;1
96;224;227;146;land;false;desert;1
97;188;164;195;land;false;desert;1
98;207;207;218;land;false;mountain;1
99;188;85;240;land;false;plains;1
100;240;240;243;land;false;desert;1
101;215;218;233;land;false;hills;1
102;218;214;241;land;false;plains;1
103;251;182;179;land;true;desert;1
104;228;183;219;land;false;plains;1
105;164;248;245;land;false;mountain;1
106;254;112;137;land;false;desert;1
107;87;177;237;land;false;desert;1
108;183;134;196;land;false;plains;1
109;243;101;161;land;false;mountain;1
110;188;249;125;land;false;mountain;1
111;103;207;207;land;false;mountain;1
112;198;155;203;land;false;plains;1
113;102;185;240;land;false;desert;1
114;182;202;146;land;false;desert;1
115;224;95;220;land;false;desert;1
